SKAP2	TRAPPC6A	CD74	GABARAPL2	PSMA4	CD22	PSMC4	ICAM3	LAPTM4A	MRPS34	NDUFB4	PPP1R15A	UQCRC1	PSMD8	ATP5F1D	NDUFB7	MIF	SF3A1	SNRPD3	TOMM22	XBP1	MYH9	TXN2	EIF3D	ST13	RBX1	PAPOLA	EIF5	APEX1	NFKBIA	PSME2	PNN	CHMP4B	NUTF2	NME3	PSMD7	STUB1	EIF3E	HNRNPL	RELB	SF3A2	FBL	TGFB1	CD79A	CDC37	RPA3	FIS1	SEC61B	BLNK	SUPT4H1	PFN1	DDX5	CD82	SPI1	ARPC3	CDKN1B	ARHGDIB	MRPL51	TPI1	COX6A1	SRSF9	HLA-DOA	SNX3	SKP1	NR3C1	EIF1B	SF3B6	NDUFS7	PPP1R7	ODC1	SYF2	RPN2	SRGN	SNRPA	ATP5F1E	SNRPC	IRF1	MRPS7	NT5C	FOSB	VASP	SNRPB2	UBA2	CANX	EIF3K	TUBA4A	HSPB1	RAC2	PMPCB	SNAP23	NEDD8	DAD1	RAP1B	NDUFA2	MRPL34	LSM7	NDUFA10	JUND	EIF2S3	EIF3G	RBM39	FUS	SNRPA1	DNAJB1	H3F3B	NASP	MED10	KRAS	RRAS2	CD180	LAMTOR5	AKIRIN2	CCT7	COX5B	MED4	KDELR2	SRSF1	NDUFB5	CCDC115	GYPC	PSMB7	DCTN3	MRPS18B	HLA-F	CYBA	ANAPC5	RAB11A	RBM25	ATP5F1B	RBL2	PSMB1	TMED2	YY1	PIH1D1	ELOB	EPC1	CAPZA1	ACTR3	NAPA	BRD4	FAM32A	BIRC3	CD81	SPCS2	VAMP8	ARID4B	NOP58	STAT3	ADD1	SDHA	PDCD6	UBE2B	AFF4	EIF4H	CD27	SNRPF	VPS37B	TINF2	EMC4	BNIP2	SRP14	IQGAP1	UQCRC2	NDUFB10	NCOR1	SAT2	TXNL4A	IFNAR1	SOD1	PSMB6	PSMA5	RHOB	UBXN4	FTH1	EAF2	NDUFS6	NHP2	ZMAT2	CCT6A	NDUFB11	NONO	NDUFB9	ATM	LAMTOR1	AIP	PDCD4	CCT5	USP15	DENR	NDUFC2	NIPBL	ATG3	ATP5MC3	CCT8	UBE2L6	EIF5B	NCF1	KPNB1	PSMB4	BTG2	ATP6V0D1	TNFRSF13C	CALM3	U2AF1	CCDC12	ATP5MF	POLR2J	BAX	NCKAP1L	EIF4A1	UBXN1	ARPC5	REL	KRTCAP2	ARPC2	CCT3	SSR2	RPN1	HMGB2	NPM1	SLU7	CAMLG	HSPA9	MED30	ARF6	CCT2	HSP90B1	PPIB	FAM96A	PDIA3	SNRPD1	ATP5MG	SRRM2	POLR2G	LSM3	POLR1D	TMED10	JUNB	COPS6	GNB2	PCBP1	FOS	UQCRFS1	GABARAP	KIF5B	BPTF	DDIT4	HIST1H1E	CYCS	EEF2	RNASEH2C	H2AFV	MRPL11	UQCRH	PSMC5	RSF1	TAF7	GNAI2	PABPC1	HNRNPD	NDUFS8	TLN1	UBE2N	CYC1	SSR4	TCP1	COX5A	TNIP1	BLOC1S4	NCL	SF3B2	LSM10	PKM	HCLS1	CALR	COX8A	RRP7A	TUFM	GADD45GIP1	NDUFAF3	SMARCE1	POLR2L	HSPA5	PPP2R1A	PTPRCAP	SRSF7	PSMG2	PPP1CA	PMAIP1	SRRM1	EIF4A2	IMP3	NDUFV2	ATP6V0C	NDUFA12	MORF4L1	IKZF1	MRPL54	EEF1G	NOP10	UQCR10	BSG	HSP90AA1	SF3B1	ATF4	TUBA1B	ARHGEF1	UXT	PSMF1	TUBB	EEF1A1	HLA-DQA1	NDUFA4	MRPL43	MRPL20	SEPT6	CYB5A	PPP1CC	HNRNPA1	PRDX6	SNRPD2	AURKAIP1	SP100	LAMTOR4	ARPC5L	ANXA2	DDX21	TAP1	THRAP3	HNRNPA2B1	MRPL52	UBE2I	UVRAG	RAC1	RBCK1	UPF2	HNRNPH1	RASSF1	DYNLRB1	ANAPC11	COPS5	PAX5	TOMM7	PSMB10	MAX	UBL5	FCGR2B	VCP	XRCC6	PCBP2	HLA-DRB1	MSN	AKAP13	CAPZA2	ILF2	CD47	MPHOSPH8	IRF2BP2	PARP1	MDM4	TPR	SF3B5	CACYBP	SDHC	PFDN2	DAP3	ADAR	S100A6	S100A10	BUB3	CDC40	MCL1	EIF3A	BCAS2	RAP1A	ATP5PB	EMD	FLNA	NFKB2	COX7A2	BLOC1S2	GNG5	PSMA7	SERBP1	GNAS	JUN	NDUFA1	MRPL41	MAGOH	HSP90AB1	SLC25A5	MRPL14	YBX1	VDAC2	SET	STK4	YWHAB	ANXA7	PSMB2	RBBP4	HDAC1	EIF3I	SRSF3	SRSF4	PHF20	ATP6V1G1	IL2RG	ALOX5	IGBP1	HLA-DMA	PSMB9	PSMB8	HLA-DQA2	HLA-DRB5	EIF2S2	LSM2	ABI1	HLA-C	HLA-E	WAS	VPS28	SF1	SNX5	HIST1H4C	ACTR2	CYBB	COX7A2L	UQCRQ	SNX2	EIF1AX	RBBP7	MRPS26	BTF3	BNIP3L	TMSB4X	SLC25A6	LSP1	YWHAQ	PSME1	RTF1	SQSTM1	SUMO1	SRSF2	WIPF1	GRB2	CCT4	HLA-DRA	LGALS9	GTF2A2	HLA-A	ITGA4	MRPL23	ITGB2	BCL2	UBE2D2	ATP5F1A	MRPS6	ROCK1	SNU13	BUD31	NGDN	PRPF40A	CXCR4	UBA52	ARPC4	SEC61G	RBM17	EIF4B	NDUFA11	ARPC1B	ATP5PF	SEPT9	PARVG	CYLD	STRAP	HLA-DPA1	IK	PSMD13	HLA-DMB	HLA-B	DDOST	SNRPE	RANBP1	INPP5D	SUMO2	PRMT1	LSM5	BCL7B	SNRPB	PSMA1	NDUFA5	ATP6V1F	NDUFA3	PSMD6	NDUFB2	EIF1	NDUFA13	COX7C	OSTC	WDR1	TCEA1	LYN	ATP6V0E1	EIF3H	UQCRB	EIF3F	CHMP1B	BRK1	CFL1	CLNS1A	ATP6V0B	NDUFC1	UBC	PHB2	LSM14A	MYL6	SEC11A	COX4I1	RNPS1	PRPF8	PLCG2	TRAPPC1	HLA-DQB1	HLA-DPB1	CD44	TAX1BP1	ATG12	PSMB3	PTPN6	PTPRC	ADRM1	ICAM2	LAPTM5	MRPS21	NDUFAB1	UQCR11	ATP5MPL	DDX46	LSM4	ERH	CWC15	SNRNP70	TOMM20	HIF1A	ACTG1	MYL12B	TXNIP	RACK1	EIF3M	RNF7	PABPN1	ZCCHC7	ANP32A	SAP18	CHMP2A	PDCD6IP	RAN	NME2	PTBP1	ILF3	DNTTIP2	TGFBR2	IGLL5	CD79B	PTGES3	RPA2	BCAP31	BTK	POLR2E	DDX17	CD63	IRF8	RHOA	CCND3	VPS29	FBXO7	OAZ1	TMEM258	IRF2	DGUOK	DCK	APBB1IP	EVL	SUMO3	TAPBP	TUBB4B	NCF4	RASSF5	EIF2A	SRSF10	SFPQ	NUDC	KMT2E	NSD3	CHD1	KMT2A	ATRX	CBX3	SHOC2	LY86	LAMTOR2	KDELR1	CAPZB	ANAPC16	RAB8A	RAB11B	SH3BP5	TMED9	MEAF6	SEC11C	STX7	ADD3	SDHB	UBE2A	SIVA1	TERF2IP	EMC10	SRP9	SAT1	CCS	RHOH	NSFL1C	FTL	PFDN5	XRCC5	MFF	RAD21	ATP5IF1	LBR	RNASEK	CD40	MARCKSL1	MBP	FKBP1A	WASF2	EIF4G2	HMGB1	DNAJC19	ARF1	OS9	FAM96B	APH1A	GNG7	NCOA3	EIF5A	RNASEH2B	ENY2	CSDE1	PAIP2	OTUB1	BLOC1S1	BCL7A	GPX4	PPP2CA	PPP1R12A	ASH1L	EEF1D	SLC3A2	PPIA	ATF6B	SEPT2	CYB5R3	HNRNPC	GSTP1	AHNAK	DHX36	BCLAF1	RBM8A	HNRNPF	DYNLL1	ETS1	VIM	PPHLN1	RBMX	ANXA11	ZNF207	ARHGAP24	HMGA1	IRF7	TSPO	EWSR1	MOB1A	YWHAZ	BAZ2A	TRA2B	IL4R	ALOX5AP	POMP	H2AFY	GMFG	NACA	MYCBP2	UBL7	RAD23A	U2SURP	ATF7IP	PHB	DDX6
SKAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937	0	0	0.905	0.931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.987	0	0	0	0	0	0	0	0	0	0	0	0	0.926	0	0	0.903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935	0.943	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABARAPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA4	0	0	0	0	0	0	0.964	0	0	0	0	0	0	0.963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967	0	0	0	0	0.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0	0	0	0.997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0.994	0.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.968	0	0	0	0	0	0	0	0	0	0	0	0.998	0	0	0	0.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.974	0.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
